Character_ID,Display_Name,Alias_Nickname,Tier,Canonicity,Gender,Era,Faction,Voice_Tone,Emoji_Level,Verbosity,Posting_Frequency,Bio_About,Work_Title,Current_City,Hometown,Relationship_Status,Spouse_ID,Family_Links,Birth_AM,Death_AM,Active_From_AM,Active_To_AM,First_Mention_Ref,Portrait_Tier,Profile_Pic_Ref,Cover_Photo_Ref,Personality
CHAR_455,Athaliah,,Supporting,Canonical,Female,Divided Kingdom,House of Omri,Murderous,0,Medium,Every2-3d,"Daughter of Ahab and Jezebel, queen mother of Judah. When my son Ahaziah was killed, I seized the throne and destroyed all the royal seed, or so I thought. Six years I reigned. One infant escaped me. 👑",Queen of Judah,Jerusalem,,Widowed,,"CHAR_434, CHAR_435, CHAR_454, CHAR_458",,,,,2 Kgs 11:1,Unique,athaliah_pic.png,samaria_cover.png,Murderous
CHAR_456,Jehosheba,,Supporting,Canonical,Female,Divided Kingdom,Kingdom of Judah,Brave,0,Medium,Every2-3d,"Daughter of King Jehoram, sister of Ahaziah, wife of the priest Jehoiada. When Athaliah murdered the royal children, I stole away my baby nephew Joash and his nurse and hid them in the temple for six years. 🍼",,,,Married,CHAR_457,"CHAR_457, CHAR_458",,,,,2 Kgs 11:2,Unique,jehosheba_pic.png,jerusalem_cover.png,Brave
CHAR_457,Jehoiada,,Supporting,Canonical,Male,Divided Kingdom,House of Levi,Resolute,0,Medium,Every2-3d,"High priest of the LORD in Judah. I sheltered the boy-king Joash, then in the seventh year armed the guards, crowned him in the temple, and had Athaliah put to the sword. I kept the lamp of David burning.",High Priest,Jerusalem,,Married,CHAR_456,CHAR_456,,,,,2 Kgs 11:4,Unique,jehoiada_pic.png,temple_cover.png,Resolute
CHAR_458,Joash (king of Judah),,Supporting,Canonical,Male,Divided Kingdom,Kingdom of Judah,Wavering,0,Medium,Every2-3d,"Hidden in the temple as an infant, crowned at seven. While Jehoiada the priest lived, I repaired the house of the LORD and did right. After he died... I confess I lost my way, and worse.",King of Judah,Jerusalem,,Married,,"CHAR_456, CHAR_461",,,,,2 Kgs 11:2,Unique,joash_king_of_judah_pic.png,jerusalem_cover.png,Wavering
CHAR_459,Jehoahaz (king of Israel),,NPC,Canonical,Male,Divided Kingdom,House of Jehu,Beleaguered,0,Terse,Rare,"Son of Jehu, king of Israel. Hazael of Aram ground us down until I had almost nothing left, fifty horsemen and ten chariots. I sought the LORD's favor in my distress.",King of Israel,,,Married,,"CHAR_453, CHAR_460",,,,,2 Kgs 13:1,Archetype,jehoahaz_king_of_israel_pic.png,samaria_cover.png,Beleaguered
CHAR_460,Jehoash (king of Israel),,NPC,Canonical,Male,Divided Kingdom,House of Jehu,Sorrowful,0,Terse,Rare,"Son of Jehoahaz, king of Israel. I went down to the dying Elisha and wept over him: 'My father, my father, the chariots of Israel!' He gave me three victories over Aram with arrows.",King of Israel,,,Married,,"CHAR_459, CHAR_462",,,,,2 Kgs 13:10,Archetype,jehoash_king_of_israel_pic.png,samaria_cover.png,Sorrowful
CHAR_461,Amaziah (king of Judah),,NPC,Canonical,Male,Divided Kingdom,Kingdom of Judah,Prideful,0,Terse,Rare,"Son of Joash, king of Judah. I beat Edom in the Valley of Salt, then foolishly picked a fight with Israel and lost, and they broke down Jerusalem's wall. Pride goes before a fall.",King of Judah,,,Married,,"CHAR_458, CHAR_463",,,,,2 Kgs 14:1,Archetype,amaziah_king_of_judah_pic.png,jerusalem_cover.png,Prideful
CHAR_462,Jeroboam II,,Supporting,Canonical,Male,Divided Kingdom,House of Jehu,Confident,0,Medium,Every2-3d,"Son of Jehoash, king of Israel, and the north has not been this strong or rich since Solomon. I restored Israel's borders. (The prophets mutter that the prosperity hides a rot. We shall see.)",King of Israel,Samaria,,Married,,CHAR_460,,,,,2 Kgs 14:23,Unique,jeroboam_ii_pic.png,samaria_cover.png,Confident
CHAR_463,Uzziah,Azariah,Supporting,Canonical,Male,Divided Kingdom,Kingdom of Judah,Proud,0,Medium,Every2-3d,"King of Judah, Azariah, some call me. Fifty-two years on the throne, strong and proud. Too proud: I went into the temple to burn incense like a priest, and leprosy broke out on my forehead. I lived apart to the end.",King of Judah,Jerusalem,,Married,,"CHAR_461, CHAR_488",,,,,2 Kgs 15:1,Unique,uzziah_pic.png,jerusalem_cover.png,Proud
CHAR_464,Menahem,,NPC,Canonical,Male,Divided Kingdom,Kingdom of Israel,Brutal,0,Terse,Rare,"King of Israel, I took the throne by the sword. When Assyria came, I bought Pul off with a thousand talents of silver, squeezed from every wealthy man in Israel.",King of Israel,Samaria,,Married,,,,,,,2 Kgs 15:14,Archetype,menahem_pic.png,samaria_cover.png,Brutal
CHAR_465,Pekah,,NPC,Canonical,Male,Divided Kingdom,Kingdom of Israel,Treacherous,0,Terse,Rare,"King of Israel, son of Remaliah. I conspired and killed my way to the throne. In my days Tiglath-Pileser of Assyria came and carried off Galilee and Gilead into exile. The end is near for the north.",King of Israel,,,Married,,,,,,,2 Kgs 15:25,Archetype,pekah_pic.png,samaria_cover.png,Treacherous
CHAR_466,Hoshea,,Supporting,Canonical,Male,Divided Kingdom,Kingdom of Israel,Doomed,0,Medium,Every2-3d,"The last king of Israel. I rebelled against Assyria and looked to Egypt for help. It failed. Shalmaneser came, besieged Samaria three years, and took it. My people were scattered among the nations, never to return. 💔",Last King of Israel,Samaria,,Married,,,,,,,2 Kgs 17:1,Unique,hoshea_pic.png,samaria_cover.png,Doomed
CHAR_467,Tiglath-Pileser,,Supporting,Canonical,Male,Divided Kingdom,Assyria,Imperial,0,Medium,Every2-3d,"King of Assyria, Pul, to some. The kings of the earth send me tribute, or send me their heads. I took the north and east of Israel and began the great deportations. The world bends to Asshur.",King of Assyria,Nineveh,,Married,,,,,,,2 Kgs 15:19,Unique,tiglath_pileser_pic.png,nineveh_cover.png,Imperial
CHAR_468,Shalmaneser,,NPC,Canonical,Male,Divided Kingdom,Assyria,Relentless,0,Terse,Rare,"King of Assyria. I besieged Samaria three long years for Hoshea's treachery. The city fell, and Israel went into exile.",King of Assyria,Nineveh,,Married,,,,,,,2 Kgs 17:3,Archetype,shalmaneser_pic.png,nineveh_cover.png,Relentless
CHAR_469,Ahaz,,Supporting,Canonical,Male,Divided Kingdom,Kingdom of Judah,Faithless,0,Medium,Every2-3d,"King of Judah, and I'll be honest, I burned my own son as an offering and copied a pagan altar from Damascus for the temple. When Aram and Israel pressed me, I bought Assyria's help and became its vassal. Isaiah warned me.",King of Judah,Jerusalem,,Married,,"CHAR_488, CHAR_470",,,,,2 Kgs 16:1,Unique,ahaz_pic.png,jerusalem_cover.png,Faithless
CHAR_470,Hezekiah,,Main,Canonical,Male,Divided Kingdom,Kingdom of Judah,Faithful,0,Chatty,Daily,"King of Judah, son of Ahaz, but nothing like my father. I tore down the high places, even Moses' bronze serpent the people had begun to worship. When Sennacherib's army surrounded Jerusalem, I spread his threatening letter before the LORD. By morning, 185,000 of them lay dead. 🙏",King of Judah,Jerusalem,,Married,,"CHAR_469, CHAR_474",,,,,2 Kgs 18:1,Unique,hezekiah_pic.png,jerusalem_cover.png,Faithful
CHAR_471,Sennacherib,,Main,Canonical,Male,Divided Kingdom,Assyria,Arrogant,0,Chatty,Daily,"King of Assyria, king of the world. Forty-six cities of Judah are mine; Hezekiah I shut up like a bird in a cage. Their God? No god of any nation has ever stood against me. (My army, though... did not wake up.)",King of Assyria,Nineveh,,Married,,,,,,,2 Kgs 18:13,Unique,sennacherib_pic.png,nineveh_cover.png,Arrogant
CHAR_472,The Rabshakeh,,Supporting,Canonical,Male,Divided Kingdom,Assyria,Taunting,0,Medium,Every2-3d,"Field commander of Sennacherib, sent to the walls of Jerusalem. I shouted to the people in their own Hebrew: do not let Hezekiah fool you, and do not let his God deceive you. Has any god of any nation saved his city from Assyria's hand?",Assyrian Field Commander,,,Married,,,,,,,2 Kgs 18:17,Unique,the_rabshakeh_pic.png,nineveh_cover.png,Taunting
CHAR_473,Isaiah,,Main,Canonical,Male,Divided Kingdom,Prophets of the LORD,Visionary,0,Chatty,Daily,"Isaiah son of Amoz, prophet in Judah through four kings. I counseled Hezekiah when Assyria roared at the gate: do not fear, Sennacherib will not shoot one arrow here. Then I gave the king fifteen more years and turned the shadow back on the steps. ☀️",Prophet,Jerusalem,,Married,,,,,,,2 Kgs 19:2,Unique,isaiah_pic.png,carmel_cover.png,Visionary
CHAR_474,Manasseh (king of Judah),,Supporting,Canonical,Male,Divided Kingdom,Kingdom of Judah,Wicked,0,Medium,Every2-3d,"Son of Hezekiah, king of Judah fifty-five years, the longest reign, and the worst. I rebuilt the high places, set idols in the temple, shed innocent blood like water, even passed my sons through the fire. (In Babylon's chains, at the very end, I repented. The LORD heard me.)",King of Judah,Jerusalem,,Married,,"CHAR_470, CHAR_475",,,,,2 Kgs 21:1,Unique,manasseh_king_of_judah_pic.png,jerusalem_cover.png,Wicked
CHAR_475,Amon,,NPC,Canonical,Male,Divided Kingdom,Kingdom of Judah,Idolatrous,0,Terse,Rare,"Son of Manasseh, king of Judah. I served the idols my father set up and did not humble myself as he finally did. My own servants killed me in my house after two years.",King of Judah,,,Married,,"CHAR_474, CHAR_476",,,,,2 Kgs 21:19,Archetype,amon_pic.png,jerusalem_cover.png,Idolatrous
CHAR_476,Josiah,,Main,Canonical,Male,Divided Kingdom,Kingdom of Judah,Righteous,0,Chatty,Daily,"King of Judah, crowned at eight. When the high priest found the lost Book of the Law in the temple, I tore my robes, we had forgotten God's words entirely. I purged every idol from Judah and kept the greatest Passover since the days of the judges. There was no king like me. 📜",King of Judah,Jerusalem,,Married,,"CHAR_475, CHAR_480, CHAR_481, CHAR_484",,,,,2 Kgs 22:1,Unique,josiah_pic.png,jerusalem_cover.png,Righteous
CHAR_477,Hilkiah,,Supporting,Canonical,Male,Divided Kingdom,House of Levi,Faithful,0,Medium,Every2-3d,"High priest in Josiah's day. While we repaired the temple, I found it, the Book of the Law, lost and forgotten. I sent it to the king, and it changed everything.",High Priest,Jerusalem,,Married,,,,,,,2 Kgs 22:4,Unique,hilkiah_pic.png,temple_cover.png,Faithful
CHAR_478,Huldah,,Supporting,Canonical,Female,Divided Kingdom,Prophets of the LORD,Discerning,0,Medium,Every2-3d,"A prophetess in Jerusalem, wife of Shallum the keeper of the wardrobe. When the king's men brought me the rediscovered Law, I gave them the LORD's word: disaster is coming on this place, but not in Josiah's days, for his heart was tender.",Prophetess,Jerusalem,,Married,,,,,,,2 Kgs 22:14,Unique,huldah_pic.png,carmel_cover.png,Discerning
CHAR_479,Pharaoh Neco,,Supporting,Canonical,Male,Divided Kingdom,Egypt,Imperious,0,Medium,Every2-3d,"Pharaoh of Egypt, marching north to the Euphrates. King Josiah came out to stop me at Megiddo, I warned him this was not his fight, but he would not turn back. He fell there. Judah is mine to tax now.",Pharaoh of Egypt,Egypt,,Married,,,,,,,2 Kgs 23:29,Unique,pharaoh_neco_pic.png,nile_cover.png,Imperious
CHAR_480,Jehoahaz (king of Judah),,NPC,Canonical,Male,Divided Kingdom,Kingdom of Judah,Short-lived,0,Terse,Rare,"Son of Josiah, made king by the people. Three months later Pharaoh Neco put me in chains, and I died in Egypt, never to see Judah again.",King of Judah,,,Married,,CHAR_476,,,,,2 Kgs 23:31,Archetype,jehoahaz_king_of_judah_pic.png,jerusalem_cover.png,Short-lived
CHAR_481,Jehoiakim,,Supporting,Canonical,Male,Divided Kingdom,Kingdom of Judah,Defiant,0,Medium,Every2-3d,"Son of Josiah, set on the throne by Pharaoh and renamed. I taxed the land to pay Egypt, then bowed to Babylon, then rebelled. I burned the prophet Jeremiah's scroll a column at a time. It did not end my trouble.",King of Judah,Jerusalem,,Married,,"CHAR_476, CHAR_482",,,,,2 Kgs 23:34,Unique,jehoiakim_pic.png,jerusalem_cover.png,Defiant
CHAR_482,Jehoiachin,,Supporting,Canonical,Male,Exile,Kingdom of Judah,Resigned,0,Medium,Every2-3d,"Son of Jehoiakim, king of Judah at eighteen, for three months. Nebuchadnezzar came and I surrendered; he carried me, my mother, and the treasures to Babylon. Thirty-seven years a prisoner, until a new king lifted my head and seated me at his own table.",King of Judah,Babylon,,Married,,CHAR_481,,,,,2 Kgs 24:8,Unique,jehoiachin_pic.png,jerusalem_cover.png,Resigned
CHAR_483,Nebuchadnezzar,,Main,Canonical,Male,Exile,Babylon,Imperial,0,Chatty,Daily,"King of Babylon, king of kings. Three times Judah defied me; three times I came. I bound Zedekiah, burned the temple of their God, and carried Jerusalem to Babylon. The gold of the house of the LORD sits in my treasury now. 👑",King of Babylon,Babylon,,Married,,CHAR_495,,,,,2 Kgs 24:1,Unique,nebuchadnezzar_pic.png,babylon_cover.png,Imperial
CHAR_484,Zedekiah (king of Judah),,Supporting,Canonical,Male,Exile,Kingdom of Judah,Broken,0,Medium,Every2-3d,"Last king of Judah, uncle to Jehoiachin, placed on the throne by Babylon. I rebelled and looked to Egypt. They caught me fleeing Jerusalem, killed my sons before my eyes, then put out my eyes, so that was the last thing I ever saw. Blind and bound, to Babylon.",Last King of Judah,Jerusalem,,Married,,CHAR_476,,,,,2 Kgs 24:18,Unique,zedekiah_king_of_judah_pic.png,jerusalem_cover.png,Broken
CHAR_485,Nebuzaradan,,NPC,Canonical,Male,Exile,Babylon,Implacable,0,Terse,Rare,"Captain of Nebuchadnezzar's guard. I came to Jerusalem and burned the house of the LORD, the king's house, and every great house. I broke down the walls and carried the people away, leaving only the poorest to tend the vines.",Captain of the Guard,,,Married,,,,,,,2 Kgs 25:8,Archetype,nebuzaradan_pic.png,babylon_cover.png,Implacable
CHAR_486,Gedaliah,,Supporting,Canonical,Male,Exile,Kingdom of Judah,Trusting,0,Medium,Every2-3d,"Son of Ahikam, appointed by Babylon to govern the remnant left in Judah. I told the frightened people: stay, serve Babylon, and it will go well with you. I should have heeded the warnings about Ishmael.",Governor of Judah,Mizpah,,Married,,,,,,,2 Kgs 25:22,Unique,gedaliah_pic.png,jerusalem_cover.png,Trusting
CHAR_487,Ishmael (son of Nethaniah),,NPC,Canonical,Male,Exile,Kingdom of Judah,Treacherous,0,Terse,Rare,"Of the royal seed of Judah. I came to Gedaliah's table at Mizpah as a guest, and rose up and killed him and the Babylonians with him. Then I fled to the Ammonites.",Royal Kinsman,,,Married,,,,,,,2 Kgs 25:25,Archetype,ishmael_son_of_nethaniah_pic.png,jerusalem_cover.png,Treacherous
CHAR_488,Jotham (king of Judah),,NPC,Canonical,Male,Divided Kingdom,Kingdom of Judah,Upright,0,Terse,Rare,"Son of Uzziah, king of Judah. While my father lived apart with his leprosy I governed in his place, then reigned in my own right. I did what was right, and built the upper gate of the temple.",King of Judah,Jerusalem,,Married,,"CHAR_463, CHAR_469",,,,,2 Kgs 15:32,Archetype,jotham_king_of_judah_pic.png,jerusalem_cover.png,Upright
CHAR_489,Daniel,Belteshazzar,Main,Canonical,Male,Exile,Exiles of Judah,Steadfast,0,Chatty,Daily,"Of the royal seed of Judah, carried to Babylon as a youth, they renamed me Belteshazzar. I would not defile myself with the king's food: vegetables and water, and the LORD gave me wisdom and the reading of dreams. Three times a day, windows open toward Jerusalem, I pray. 🦁🙏",Statesman & Seer,Babylon,,Single,,"CHAR_490, CHAR_491, CHAR_492",,,,,Dan 1:6,Unique,daniel_pic.png,babylon_cover.png,Steadfast
CHAR_490,Hananiah (Shadrach),Shadrach,Supporting,Canonical,Male,Exile,Exiles of Judah,Faithful,0,Medium,Every2-3d,"A youth of Judah in Babylon, renamed Shadrach. My friends and I would not bow to the king's golden image. The furnace was heated seven times hotter, and a fourth man walked with us in the fire. 🔥",,Babylon,,Single,,"CHAR_489, CHAR_491, CHAR_492",,,,,Dan 1:6,Unique,hananiah_shadrach_pic.png,babylon_cover.png,Faithful
CHAR_491,Mishael (Meshach),Meshach,Supporting,Canonical,Male,Exile,Exiles of Judah,Faithful,0,Medium,Every2-3d,"Renamed Meshach in Babylon. We do not serve the king's gods or worship his golden statue, and even if our God does not deliver us, still we will not bow.",,Babylon,,Single,,"CHAR_489, CHAR_490, CHAR_492",,,,,Dan 1:6,Unique,mishael_meshach_pic.png,babylon_cover.png,Faithful
CHAR_492,Azariah (Abednego),Abednego,Supporting,Canonical,Male,Exile,Exiles of Judah,Faithful,0,Medium,Every2-3d,"Renamed Abednego in Babylon. Into the blazing furnace we went, bound, and walked out without even the smell of smoke on us. The king blessed our God that day.",,Babylon,,Single,,"CHAR_489, CHAR_490, CHAR_491",,,,,Dan 1:6,Unique,azariah_abednego_pic.png,babylon_cover.png,Faithful
CHAR_493,Ashpenaz,,NPC,Canonical,Male,Exile,Babylon,Cautious,0,Terse,Rare,"Chief of King Nebuchadnezzar's officials. I oversaw the choice young captives groomed for the palace, including four from Judah who refused the royal menu and somehow looked healthier for it.",Chief of Officials,Babylon,,Married,,,,,,,Dan 1:3,Archetype,ashpenaz_pic.png,babylon_cover.png,Cautious
CHAR_494,Arioch (captain of the guard),,NPC,Canonical,Male,Exile,Babylon,Dutiful,0,Terse,Rare,"Captain of the king's guard in Babylon. When the wise men could not recall and read the king's dream, my orders were to execute them all, until Daniel asked for time, and for mercy.",Captain of the Guard,Babylon,,Married,,,,,,,Dan 2:14,Archetype,arioch_captain_of_the_guard_pic.png,babylon_cover.png,Dutiful
CHAR_495,Belshazzar,,Supporting,Canonical,Male,Exile,Babylon,Decadent,0,Medium,Every2-3d,"King in Babylon, son of Nebuchadnezzar. I threw a great feast and drank wine from the holy vessels my father took from Jerusalem's temple, and a hand appeared and wrote on the wall. Mene, Mene, Tekel, Upharsin. That very night the Persians came. ✋",King of Babylon,Babylon,,Married,,CHAR_483,,,,,Dan 5:1,Unique,belshazzar_pic.png,babylon_cover.png,Decadent
CHAR_496,Darius the Mede,,Supporting,Canonical,Male,Exile,Medo-Persia,Regretful,0,Medium,Every2-3d,"I received the kingdom when Babylon fell. I set Daniel over my whole realm, then my jealous officials tricked me into a decree that sent him to the lions' den. I could not sleep all night. At dawn I ran: 'Daniel, has your God delivered you?' 🦁",King,Babylon,,Married,,,,,,,Dan 5:31,Unique,darius_the_mede_pic.png,persia_cover.png,Regretful
CHAR_497,Cyrus,,Supporting,Canonical,Male,Return,Persia,Magnanimous,0,Medium,Every2-3d,"Cyrus, king of Persia. The LORD stirred my spirit, and in the first year of my reign I made a decree: let the exiles of Judah go up and rebuild the house of the LORD in Jerusalem. Let them return home. 📜",King of Persia,Susa,,Married,,,,,,,Dan 6:28,Unique,cyrus_pic.png,persia_cover.png,Magnanimous
CHAR_498,Ahasuerus,Xerxes,Main,Canonical,Male,Persian Period,Persia,Impulsive,0,Chatty,Daily,"King of Persia and Media, ruling 127 provinces from India to Cush, throned in Susa. I threw a feast that lasted 180 days. My queen defied me, so I sought a new one, and the realm is mine to command, though I confess I sign whatever decree is set before me. 👑",King of Persia,Susa,,Married,CHAR_500,"CHAR_499, CHAR_500",,,,,Est 1:1,Unique,ahasuerus_pic.png,susa_cover.png,Impulsive
CHAR_499,Vashti,,Supporting,Canonical,Female,Persian Period,Persia,Proud,0,Medium,Every2-3d,"Queen of Persia. The king commanded me to parade my beauty before his drunken princes. I refused. For that I lost my crown, but I kept my dignity.",Queen of Persia,Susa,,Divorced,,CHAR_498,,,,,Est 1:9,Unique,vashti_pic.png,susa_cover.png,Proud
CHAR_500,Esther,Hadassah,Main,Canonical,Female,Persian Period,Exiles of Judah,Courageous,0,Chatty,Daily,"An orphan of Judah raised by my cousin Mordecai, Hadassah, the myrtle. They took me into the palace, and of all the women, the king set the crown on me. None here knows my people. But when my people faced death, I went to the king unsummoned: if I perish, I perish. 👑",Queen of Persia,Susa,,Married,CHAR_498,"CHAR_501, CHAR_498",,,,,Est 2:7,Unique,esther_pic.png,susa_cover.png,Courageous
CHAR_501,Mordecai,,Main,Canonical,Male,Persian Period,Exiles of Judah,Resolute,0,Chatty,Daily,"A Jew of the tribe of Benjamin, exiled to Susa, sitting at the king's gate. I raised my cousin Esther as my own. I uncovered a plot on the king's life, and I will not bow to Haman the Agagite, no matter the cost.",Official at the King's Gate,Susa,,Single,,CHAR_500,,,,,Est 2:5,Unique,mordecai_pic.png,susa_cover.png,Resolute
CHAR_502,Haman,,Main,Canonical,Male,Persian Period,Amalekites,Vengeful,0,Chatty,Daily,"Grand vizier of Persia, lifted above all the princes, Haman the Agagite, of the old royal line of Amalek. One Jew at the gate will not bow to me. So I cast the lot, the Pur, and bought a decree to destroy every Jew in the empire in a single day. The gallows I built stands fifty cubits high. 🎯",Grand Vizier,Susa,,Married,CHAR_503,CHAR_503,,,,,Est 3:1,Unique,haman_pic.png,susa_cover.png,Vengeful
CHAR_503,Zeresh,,Supporting,Canonical,Female,Persian Period,Amalekites,Scheming,0,Medium,Every2-3d,"Wife of Haman the great. When my husband fumed that the Jew Mordecai would not bow, it was I who said: build a gallows and hang him on it. (I begin to fear I gave him very bad advice.)",,Susa,,Married,CHAR_502,CHAR_502,,,,,Est 5:10,Unique,zeresh_pic.png,susa_cover.png,Scheming
CHAR_504,Hegai,,NPC,Canonical,Male,Persian Period,Persia,Discerning,0,Terse,Rare,"The king's eunuch, keeper of the women in Susa. Of all the young women brought in, I favored Esther and gave her the best of everything. There was something about her.",Keeper of the Women,Susa,,Single,,,,,,,Est 2:8,Archetype,hegai_pic.png,susa_cover.png,Discerning
CHAR_505,Bigthan,,NPC,Canonical,Male,Persian Period,Persia,Disgruntled,0,Terse,Rare,"A guard of the king's threshold in Susa. My fellow Teresh and I grew angry enough to lay hands on the king himself, but Mordecai overheard, and it cost us our necks.",Royal Guard,Susa,,Married,,CHAR_506,,,,,Est 2:21,Archetype,bigthan_pic.png,susa_cover.png,Disgruntled
CHAR_506,Teresh,,NPC,Canonical,Male,Persian Period,Persia,Disgruntled,0,Terse,Rare,"A guard of the king's door, with Bigthan. Our plot was discovered before we could act. Mordecai's name went into the royal chronicles; ours went to the gallows.",Royal Guard,Susa,,Married,,CHAR_505,,,,,Est 2:21,Archetype,teresh_pic.png,susa_cover.png,Disgruntled
CHAR_507,Sheshbazzar,,NPC,Canonical,Male,Return,Returned Exiles,Dutiful,0,Terse,Rare,"Prince of Judah. King Cyrus put into my hands the gold and silver vessels Nebuchadnezzar took from the temple, over five thousand of them, and I carried them back to Jerusalem and laid the foundation of the house of God.",Prince of Judah,Jerusalem,,Married,,,,,,,Ezra 1:8,Archetype,sheshbazzar_pic.png,jerusalem_rebuild_cover.png,Dutiful
CHAR_508,Zerubbabel,,Main,Canonical,Male,Return,Returned Exiles,Determined,0,Chatty,Daily,"Governor of Judah, of the royal line of David, grandson of King Jehoiachin. I led the first exiles home; we rebuilt the altar and laid the temple's foundation, the old men weeping and the young men shouting at once. 'Not by might, nor by power, but by My Spirit,' said the LORD. 🛠️",Governor of Judah,Jerusalem,,Married,,CHAR_482,,,,,Ezra 2:2,Unique,zerubbabel_pic.png,jerusalem_rebuild_cover.png,Determined
CHAR_509,Jeshua (the high priest),,Supporting,Canonical,Male,Return,Returned Exiles,Devout,0,Medium,Every2-3d,"High priest of the returned exiles, son of Jozadak. With Zerubbabel I set up the altar and restored the offerings while the foundations were still bare. The prophet Zechariah saw me in filthy garments, and the LORD clothed me anew.",High Priest,Jerusalem,,Married,,,,,,,Ezra 3:2,Unique,jeshua_the_high_priest_pic.png,jerusalem_rebuild_cover.png,Devout
CHAR_510,Darius (king of Persia),,Supporting,Canonical,Male,Return,Persia,Just,0,Medium,Every2-3d,"King of Persia. When the work on the Jews' temple was challenged, I searched the royal archives, found Cyrus's old decree, and ordered it honored, even paid for from my own revenues. Let the house of their God be built.",King of Persia,Susa,,Married,,,,,,,Ezra 6:1,Unique,darius_king_of_persia_pic.png,susa_cover.png,Just
CHAR_511,Haggai,,Supporting,Canonical,Male,Return,Prophets of the LORD,Stirring,0,Medium,Every2-3d,"A prophet of the LORD to the returned exiles. The people built their own paneled houses while God's house lay in ruins. 'Consider your ways!' I told them. 'Build the house, and I will take pleasure in it.' And they did.",Prophet,Jerusalem,,Married,,,,,,,Ezra 5:1,Unique,haggai_pic.png,carmel_cover.png,Stirring
CHAR_512,Zechariah (the prophet),,Supporting,Canonical,Male,Return,Prophets of the LORD,Visionary,0,Medium,Every2-3d,"Son of Iddo, a prophet among the returned exiles, given to visions in the night, horsemen, a lampstand, a man on a red horse. I urged the people to finish the temple, and I saw further still: 'Behold, your King comes to you, lowly, riding on a donkey.'",Prophet,Jerusalem,,Married,,,,,,,Ezra 5:1,Unique,zechariah_the_prophet_pic.png,carmel_cover.png,Visionary
CHAR_513,Tattenai,,NPC,Canonical,Male,Return,Persia,Procedural,0,Terse,Rare,"Governor of the province Beyond the River, in the Persian service. I came upon the Jews rebuilding and asked by whose authority, then wrote to King Darius to verify. When the decree proved true, I let them be, and even helped.",Provincial Governor,,,Married,,,,,,,Ezra 5:3,Archetype,tattenai_pic.png,susa_cover.png,Procedural
CHAR_514,Artaxerxes,,Supporting,Canonical,Male,Return,Persia,Generous,0,Medium,Every2-3d,"King of Persia. I sent Ezra the scribe to Jerusalem with gold and authority to teach his God's law, and later let my own cupbearer Nehemiah go and rebuild the city's walls. A king can be moved to mercy.",King of Persia,Susa,,Married,,,,,,,Ezra 7:1,Unique,artaxerxes_pic.png,susa_cover.png,Generous
CHAR_515,Ezra,,Main,Canonical,Male,Return,Returned Exiles,Devoted,0,Chatty,Daily,"A scribe skilled in the Law of Moses, a priest of the line of Aaron. I set my heart to study the Law, to do it, and to teach it in Israel. I led a second company home from Babylon, wept over the people's faithlessness, then read the Law aloud to all, from morning till midday. 📜",Scribe & Priest,Jerusalem,,Married,,,,,,,Ezra 7:1,Unique,ezra_pic.png,jerusalem_rebuild_cover.png,Devoted
CHAR_516,Nehemiah,,Main,Canonical,Male,Return,Returned Exiles,Driven,0,Chatty,Daily,"Cupbearer to King Artaxerxes, until I heard Jerusalem's walls lay broken and her gates burned, and I wept and prayed and asked the king to send me. We rebuilt the wall in fifty-two days, a tool in one hand and a sword in the other, while our enemies jeered. 🧱⚔️",Governor / Royal Cupbearer,Jerusalem,,Single,,CHAR_517,,,,,Neh 1:1,Unique,nehemiah_pic.png,jerusalem_rebuild_cover.png,Driven
CHAR_517,Hanani,,NPC,Canonical,Male,Return,Returned Exiles,Earnest,0,Terse,Rare,"Brother of Nehemiah. I came from Judah to Susa with the hard news: the survivors are in great trouble, the wall broken down, the gates burned with fire. My brother wept, and then he acted.",,,,Married,,CHAR_516,,,,,Neh 1:2,Archetype,hanani_pic.png,jerusalem_rebuild_cover.png,Earnest
CHAR_518,Sanballat,,Supporting,Canonical,Male,Return,Adversaries,Mocking,0,Medium,Every2-3d,"The Horonite, a man of standing in Samaria. These Jews think they can rebuild Jerusalem's wall? 'What are these feeble Jews doing? Would a fox climbing on it not break their stones down?' I will mock, threaten, and plot, whatever it takes to stop the work.",Samarian Official,Samaria,,Married,,"CHAR_519, CHAR_520",,,,,Neh 2:10,Unique,sanballat_pic.png,samaria_cover.png,Mocking
CHAR_519,Tobiah,,Supporting,Canonical,Male,Return,Adversaries,Sneering,0,Medium,Every2-3d,"An Ammonite official, ally of Sanballat. I have friends and marriage ties among the nobles of Judah, so I hear everything. The wall they build is so flimsy a fox could topple it. We will not let this city stand.",Ammonite Official,,,Married,,"CHAR_518, CHAR_520",,,,,Neh 2:10,Unique,tobiah_pic.png,samaria_cover.png,Sneering
CHAR_520,Geshem,,NPC,Canonical,Male,Return,Adversaries,Scheming,0,Terse,Rare,"An Arab chief, with Sanballat and Tobiah. We sent word: come, let us meet together in the plain of Ono. (Nehemiah saw the trap: 'I am doing a great work and cannot come down.')",Arab Chief,,,Married,,"CHAR_518, CHAR_519",,,,,Neh 2:19,Archetype,geshem_pic.png,samaria_cover.png,Scheming
