Source_ID,Source_Name,Target_ID,Target_Name,Type,Mutual
CHAR_125,Isaac,CHAR_113,Hagar,faction-tie,yes
CHAR_125,Isaac,CHAR_675,Lirit,faction-tie,yes
CHAR_125,Isaac,CHAR_049,Abram,follows,no
CHAR_125,Isaac,CHAR_053,Lot,follows,no
CHAR_125,Isaac,CHAR_127,Rebekah,follows,no
CHAR_125,Isaac,CHAR_170,Esau,follows,no
CHAR_125,Isaac,CHAR_171,Jacob,follows,no
CHAR_125,Isaac,CHAR_172,Leah,follows,no
CHAR_125,Isaac,CHAR_179,Judah,follows,no
CHAR_125,Isaac,CHAR_187,Joseph,follows,no
CHAR_125,Isaac,CHAR_219,Pharaoh,follows,no
CHAR_125,Isaac,CHAR_181,Naphtali,follows,no
CHAR_125,Isaac,CHAR_218,Potiphar's Wife,follows,no
CHAR_125,Isaac,CHAR_126,Bethuel,follows,no
CHAR_125,Isaac,CHAR_220,Chief Cupbearer,follows,no
CHAR_125,Isaac,CHAR_988,Yiron of Hebron,acquaintance,yes
CHAR_125,Isaac,CHAR_986,Salem the Fowler,acquaintance,yes
CHAR_125,Isaac,CHAR_958,Yaffa of Gerar,acquaintance,yes
CHAR_126,Bethuel,CHAR_050,Nahor,family,yes
CHAR_126,Bethuel,CHAR_054,Milcah,family,yes
CHAR_126,Bethuel,CHAR_127,Rebekah,family,yes
CHAR_126,Bethuel,CHAR_128,Laban,family,yes
CHAR_126,Bethuel,CHAR_156,Chesed,faction-tie,yes
CHAR_126,Bethuel,CHAR_128,Laban,faction-tie,yes
CHAR_126,Bethuel,CHAR_963,Achina the Midwife,faction-tie,yes
CHAR_126,Bethuel,CHAR_049,Abram,follows,no
CHAR_126,Bethuel,CHAR_052,Sarai,follows,no
CHAR_126,Bethuel,CHAR_053,Lot,follows,no
CHAR_126,Bethuel,CHAR_125,Isaac,follows,no
CHAR_126,Bethuel,CHAR_127,Rebekah,follows,no
CHAR_126,Bethuel,CHAR_170,Esau,follows,no
CHAR_126,Bethuel,CHAR_171,Jacob,follows,no
CHAR_126,Bethuel,CHAR_173,Rachel,follows,no
CHAR_126,Bethuel,CHAR_179,Judah,follows,no
CHAR_126,Bethuel,CHAR_187,Joseph,follows,no
CHAR_126,Bethuel,CHAR_219,Pharaoh,follows,no
CHAR_126,Bethuel,CHAR_522,Job,follows,no
CHAR_126,Bethuel,CHAR_133,Midian,follows,no
CHAR_126,Bethuel,CHAR_184,Issachar,follows,no
CHAR_126,Bethuel,CHAR_051,Haran,follows,no
CHAR_126,Bethuel,CHAR_053,Lot,acquaintance,yes
CHAR_126,Bethuel,CHAR_230,Onan,acquaintance,yes
CHAR_127,Rebekah,CHAR_128,Laban,family,yes
CHAR_127,Rebekah,CHAR_947,Hodran,faction-tie,yes
CHAR_127,Rebekah,CHAR_954,Tikva of Beersheba,faction-tie,yes
CHAR_127,Rebekah,CHAR_948,Yedem the Trader,faction-tie,yes
CHAR_127,Rebekah,CHAR_049,Abram,follows,no
CHAR_127,Rebekah,CHAR_052,Sarai,follows,no
CHAR_127,Rebekah,CHAR_053,Lot,follows,no
CHAR_127,Rebekah,CHAR_125,Isaac,follows,no
CHAR_127,Rebekah,CHAR_171,Jacob,follows,no
CHAR_127,Rebekah,CHAR_172,Leah,follows,no
CHAR_127,Rebekah,CHAR_173,Rachel,follows,no
CHAR_127,Rebekah,CHAR_179,Judah,follows,no
CHAR_127,Rebekah,CHAR_522,Job,follows,no
CHAR_127,Rebekah,CHAR_201,Eliphaz,follows,no
CHAR_127,Rebekah,CHAR_116,Melchizedek,follows,no
CHAR_127,Rebekah,CHAR_115,Eliezer of Damascus,follows,no
CHAR_127,Rebekah,CHAR_527,Elihu,acquaintance,yes
CHAR_127,Rebekah,CHAR_174,Bilhah,acquaintance,yes
CHAR_127,Rebekah,CHAR_146,Massa,acquaintance,yes
CHAR_128,Laban,CHAR_163,Maacah,faction-tie,yes
CHAR_128,Laban,CHAR_963,Achina the Midwife,faction-tie,yes
CHAR_128,Laban,CHAR_049,Abram,follows,no
CHAR_128,Laban,CHAR_053,Lot,follows,no
CHAR_128,Laban,CHAR_125,Isaac,follows,no
CHAR_128,Laban,CHAR_127,Rebekah,follows,no
CHAR_128,Laban,CHAR_170,Esau,follows,no
CHAR_128,Laban,CHAR_171,Jacob,follows,no
CHAR_128,Laban,CHAR_172,Leah,follows,no
CHAR_128,Laban,CHAR_173,Rachel,follows,no
CHAR_128,Laban,CHAR_179,Judah,follows,no
CHAR_128,Laban,CHAR_219,Pharaoh,follows,no
CHAR_128,Laban,CHAR_522,Job,follows,no
CHAR_128,Laban,CHAR_126,Bethuel,follows,no
CHAR_128,Laban,CHAR_524,Eliphaz the Temanite,follows,no
CHAR_128,Laban,CHAR_526,Zophar the Naamathite,follows,no
CHAR_128,Laban,CHAR_115,Eliezer of Damascus,follows,no
CHAR_128,Laban,CHAR_980,Tirhan of Bethel,acquaintance,yes
CHAR_128,Laban,CHAR_959,Yiskar of Negev,acquaintance,yes
CHAR_129,Keturah,CHAR_049,Abram,family,yes
CHAR_129,Keturah,CHAR_130,Zimran,family,yes
CHAR_129,Keturah,CHAR_131,Jokshan,family,yes
CHAR_129,Keturah,CHAR_132,Medan,family,yes
CHAR_129,Keturah,CHAR_133,Midian,family,yes
CHAR_129,Keturah,CHAR_134,Ishbak,family,yes
CHAR_129,Keturah,CHAR_135,Shuah,family,yes
CHAR_129,Keturah,CHAR_049,Abram,spouse,yes
CHAR_129,Keturah,CHAR_677,Mavah,faction-tie,yes
CHAR_129,Keturah,CHAR_959,Yiskar of Negev,faction-tie,yes
CHAR_129,Keturah,CHAR_667,Resh,faction-tie,yes
CHAR_129,Keturah,CHAR_113,Hagar,faction-tie,yes
CHAR_129,Keturah,CHAR_964,Tamla the Herb-seller,faction-tie,yes
CHAR_129,Keturah,CHAR_953,Eliora the Vinedresser,faction-tie,yes
CHAR_129,Keturah,CHAR_049,Abram,follows,no
CHAR_129,Keturah,CHAR_053,Lot,follows,no
CHAR_129,Keturah,CHAR_125,Isaac,follows,no
CHAR_129,Keturah,CHAR_127,Rebekah,follows,no
CHAR_129,Keturah,CHAR_170,Esau,follows,no
CHAR_129,Keturah,CHAR_171,Jacob,follows,no
CHAR_129,Keturah,CHAR_173,Rachel,follows,no
CHAR_129,Keturah,CHAR_179,Judah,follows,no
CHAR_129,Keturah,CHAR_187,Joseph,follows,no
CHAR_129,Keturah,CHAR_522,Job,follows,no
CHAR_129,Keturah,CHAR_232,Tamar,follows,no
CHAR_129,Keturah,CHAR_128,Laban,follows,no
CHAR_129,Keturah,CHAR_126,Bethuel,follows,no
CHAR_129,Keturah,CHAR_202,Reuel,acquaintance,yes
CHAR_130,Zimran,CHAR_049,Abram,family,yes
CHAR_130,Zimran,CHAR_134,Ishbak,faction-tie,yes
CHAR_130,Zimran,CHAR_135,Shuah,faction-tie,yes
CHAR_130,Zimran,CHAR_132,Medan,faction-tie,yes
CHAR_130,Zimran,CHAR_133,Midian,faction-tie,yes
CHAR_130,Zimran,CHAR_052,Sarai,follows,no
CHAR_130,Zimran,CHAR_053,Lot,follows,no
CHAR_130,Zimran,CHAR_125,Isaac,follows,no
CHAR_130,Zimran,CHAR_127,Rebekah,follows,no
CHAR_130,Zimran,CHAR_171,Jacob,follows,no
CHAR_130,Zimran,CHAR_172,Leah,follows,no
CHAR_130,Zimran,CHAR_173,Rachel,follows,no
CHAR_130,Zimran,CHAR_179,Judah,follows,no
CHAR_130,Zimran,CHAR_219,Pharaoh,follows,no
CHAR_130,Zimran,CHAR_522,Job,follows,no
CHAR_130,Zimran,CHAR_212,Amalek,follows,no
CHAR_130,Zimran,CHAR_184,Issachar,follows,no
CHAR_130,Zimran,CHAR_164,Mamre,follows,no
CHAR_130,Zimran,CHAR_210,Kenaz,acquaintance,yes
CHAR_130,Zimran,CHAR_976,Roni the Gleaner,acquaintance,yes
CHAR_131,Jokshan,CHAR_049,Abram,family,yes
CHAR_131,Jokshan,CHAR_135,Shuah,faction-tie,yes
CHAR_131,Jokshan,CHAR_132,Medan,faction-tie,yes
CHAR_131,Jokshan,CHAR_134,Ishbak,faction-tie,yes
CHAR_131,Jokshan,CHAR_133,Midian,faction-tie,yes
CHAR_131,Jokshan,CHAR_130,Zimran,faction-tie,yes
CHAR_131,Jokshan,CHAR_049,Abram,follows,no
CHAR_131,Jokshan,CHAR_052,Sarai,follows,no
CHAR_131,Jokshan,CHAR_053,Lot,follows,no
CHAR_131,Jokshan,CHAR_127,Rebekah,follows,no
CHAR_131,Jokshan,CHAR_170,Esau,follows,no
CHAR_131,Jokshan,CHAR_171,Jacob,follows,no
CHAR_131,Jokshan,CHAR_172,Leah,follows,no
CHAR_131,Jokshan,CHAR_187,Joseph,follows,no
CHAR_131,Jokshan,CHAR_522,Job,follows,no
CHAR_131,Jokshan,CHAR_225,Ephraim,follows,no
CHAR_131,Jokshan,CHAR_526,Zophar the Naamathite,follows,no
CHAR_131,Jokshan,CHAR_189,Deborah,follows,no
CHAR_131,Jokshan,CHAR_178,Levi,follows,no
CHAR_131,Jokshan,CHAR_126,Bethuel,acquaintance,yes
CHAR_131,Jokshan,CHAR_672,Oziel,acquaintance,yes
CHAR_131,Jokshan,CHAR_675,Lirit,acquaintance,yes
CHAR_132,Medan,CHAR_049,Abram,family,yes
CHAR_132,Medan,CHAR_134,Ishbak,faction-tie,yes
CHAR_132,Medan,CHAR_133,Midian,faction-tie,yes
CHAR_132,Medan,CHAR_135,Shuah,faction-tie,yes
CHAR_132,Medan,CHAR_049,Abram,follows,no
CHAR_132,Medan,CHAR_052,Sarai,follows,no
CHAR_132,Medan,CHAR_053,Lot,follows,no
CHAR_132,Medan,CHAR_125,Isaac,follows,no
CHAR_132,Medan,CHAR_127,Rebekah,follows,no
CHAR_132,Medan,CHAR_170,Esau,follows,no
CHAR_132,Medan,CHAR_171,Jacob,follows,no
CHAR_132,Medan,CHAR_172,Leah,follows,no
CHAR_132,Medan,CHAR_173,Rachel,follows,no
CHAR_132,Medan,CHAR_179,Judah,follows,no
CHAR_132,Medan,CHAR_187,Joseph,follows,no
CHAR_132,Medan,CHAR_219,Pharaoh,follows,no
CHAR_132,Medan,CHAR_522,Job,follows,no
CHAR_132,Medan,CHAR_191,Shechem,follows,no
CHAR_132,Medan,CHAR_176,Reuben,follows,no
CHAR_132,Medan,CHAR_188,Benjamin,follows,no
CHAR_132,Medan,CHAR_951,Ashtara the Basket-weaver,acquaintance,yes
CHAR_132,Medan,CHAR_162,Tahash,acquaintance,yes
CHAR_132,Medan,CHAR_159,Jidlaph,acquaintance,yes
CHAR_133,Midian,CHAR_049,Abram,family,yes
CHAR_133,Midian,CHAR_134,Ishbak,faction-tie,yes
CHAR_133,Midian,CHAR_135,Shuah,faction-tie,yes
CHAR_133,Midian,CHAR_049,Abram,follows,no
CHAR_133,Midian,CHAR_052,Sarai,follows,no
CHAR_133,Midian,CHAR_053,Lot,follows,no
CHAR_133,Midian,CHAR_125,Isaac,follows,no
CHAR_133,Midian,CHAR_127,Rebekah,follows,no
CHAR_133,Midian,CHAR_170,Esau,follows,no
CHAR_133,Midian,CHAR_172,Leah,follows,no
CHAR_133,Midian,CHAR_173,Rachel,follows,no
CHAR_133,Midian,CHAR_179,Judah,follows,no
CHAR_133,Midian,CHAR_187,Joseph,follows,no
CHAR_133,Midian,CHAR_219,Pharaoh,follows,no
CHAR_133,Midian,CHAR_522,Job,follows,no
CHAR_133,Midian,CHAR_174,Bilhah,follows,no
CHAR_133,Midian,CHAR_196,Oholibamah,follows,no
CHAR_133,Midian,CHAR_218,Potiphar's Wife,follows,no
CHAR_133,Midian,CHAR_129,Keturah,acquaintance,yes
CHAR_134,Ishbak,CHAR_049,Abram,family,yes
CHAR_134,Ishbak,CHAR_049,Abram,follows,no
CHAR_134,Ishbak,CHAR_052,Sarai,follows,no
CHAR_134,Ishbak,CHAR_053,Lot,follows,no
CHAR_134,Ishbak,CHAR_125,Isaac,follows,no
CHAR_134,Ishbak,CHAR_170,Esau,follows,no
CHAR_134,Ishbak,CHAR_171,Jacob,follows,no
CHAR_134,Ishbak,CHAR_173,Rachel,follows,no
CHAR_134,Ishbak,CHAR_179,Judah,follows,no
CHAR_134,Ishbak,CHAR_187,Joseph,follows,no
CHAR_134,Ishbak,CHAR_219,Pharaoh,follows,no
CHAR_134,Ishbak,CHAR_522,Job,follows,no
CHAR_134,Ishbak,CHAR_051,Haran,follows,no
CHAR_134,Ishbak,CHAR_201,Eliphaz,follows,no
CHAR_134,Ishbak,CHAR_981,Gader the Fuller,acquaintance,yes
CHAR_134,Ishbak,CHAR_228,Shua,acquaintance,yes
CHAR_135,Shuah,CHAR_049,Abram,family,yes
CHAR_135,Shuah,CHAR_134,Ishbak,faction-tie,yes
CHAR_135,Shuah,CHAR_049,Abram,follows,no
CHAR_135,Shuah,CHAR_052,Sarai,follows,no
CHAR_135,Shuah,CHAR_053,Lot,follows,no
CHAR_135,Shuah,CHAR_127,Rebekah,follows,no
CHAR_135,Shuah,CHAR_170,Esau,follows,no
CHAR_135,Shuah,CHAR_171,Jacob,follows,no
CHAR_135,Shuah,CHAR_172,Leah,follows,no
CHAR_135,Shuah,CHAR_173,Rachel,follows,no
CHAR_135,Shuah,CHAR_179,Judah,follows,no
CHAR_135,Shuah,CHAR_187,Joseph,follows,no
CHAR_135,Shuah,CHAR_201,Eliphaz,follows,no
CHAR_135,Shuah,CHAR_050,Nahor,follows,no
CHAR_135,Shuah,CHAR_177,Simeon,acquaintance,yes
CHAR_136,Moab,CHAR_053,Lot,family,yes
CHAR_136,Moab,CHAR_138,Lot's Elder Daughter,family,yes
CHAR_136,Moab,CHAR_049,Abram,follows,no
CHAR_136,Moab,CHAR_052,Sarai,follows,no
CHAR_136,Moab,CHAR_053,Lot,follows,no
CHAR_136,Moab,CHAR_127,Rebekah,follows,no
CHAR_136,Moab,CHAR_170,Esau,follows,no
CHAR_136,Moab,CHAR_171,Jacob,follows,no
CHAR_136,Moab,CHAR_172,Leah,follows,no
CHAR_136,Moab,CHAR_173,Rachel,follows,no
CHAR_136,Moab,CHAR_179,Judah,follows,no
CHAR_136,Moab,CHAR_187,Joseph,follows,no
CHAR_136,Moab,CHAR_219,Pharaoh,follows,no
CHAR_136,Moab,CHAR_522,Job,follows,no
CHAR_136,Moab,CHAR_186,Dinah,follows,no
CHAR_136,Moab,CHAR_167,Ephron the Hittite,follows,no
CHAR_136,Moab,CHAR_969,Riba of Negev,acquaintance,yes
CHAR_137,Ben-Ammi,CHAR_053,Lot,family,yes
CHAR_137,Ben-Ammi,CHAR_139,Lot's Younger Daughter,family,yes
CHAR_137,Ben-Ammi,CHAR_049,Abram,follows,no
CHAR_137,Ben-Ammi,CHAR_053,Lot,follows,no
CHAR_137,Ben-Ammi,CHAR_125,Isaac,follows,no
CHAR_137,Ben-Ammi,CHAR_127,Rebekah,follows,no
CHAR_137,Ben-Ammi,CHAR_170,Esau,follows,no
CHAR_137,Ben-Ammi,CHAR_171,Jacob,follows,no
CHAR_137,Ben-Ammi,CHAR_172,Leah,follows,no
CHAR_137,Ben-Ammi,CHAR_173,Rachel,follows,no
CHAR_137,Ben-Ammi,CHAR_179,Judah,follows,no
CHAR_137,Ben-Ammi,CHAR_522,Job,follows,no
CHAR_137,Ben-Ammi,CHAR_222,Asenath,follows,no
CHAR_137,Ben-Ammi,CHAR_114,Ishmael,follows,no
CHAR_137,Ben-Ammi,CHAR_192,Judith,acquaintance,yes
CHAR_137,Ben-Ammi,CHAR_188,Benjamin,acquaintance,yes
CHAR_138,Lot's Elder Daughter,CHAR_053,Lot,family,yes
CHAR_138,Lot's Elder Daughter,CHAR_169,Lot's Wife,faction-tie,yes
CHAR_138,Lot's Elder Daughter,CHAR_139,Lot's Younger Daughter,faction-tie,yes
CHAR_138,Lot's Elder Daughter,CHAR_049,Abram,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_052,Sarai,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_053,Lot,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_125,Isaac,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_127,Rebekah,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_170,Esau,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_171,Jacob,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_172,Leah,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_173,Rachel,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_179,Judah,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_187,Joseph,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_219,Pharaoh,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_522,Job,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_128,Laban,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_167,Ephron the Hittite,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_189,Deborah,follows,no
CHAR_138,Lot's Elder Daughter,CHAR_189,Deborah,acquaintance,yes
CHAR_139,Lot's Younger Daughter,CHAR_053,Lot,family,yes
CHAR_139,Lot's Younger Daughter,CHAR_169,Lot's Wife,faction-tie,yes
CHAR_139,Lot's Younger Daughter,CHAR_049,Abram,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_052,Sarai,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_053,Lot,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_125,Isaac,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_170,Esau,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_171,Jacob,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_172,Leah,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_173,Rachel,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_187,Joseph,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_219,Pharaoh,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_522,Job,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_116,Melchizedek,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_181,Naphtali,follows,no
CHAR_139,Lot's Younger Daughter,CHAR_214,Zerah,acquaintance,yes
CHAR_139,Lot's Younger Daughter,CHAR_148,Tema,acquaintance,yes
CHAR_140,Nebaioth,CHAR_114,Ishmael,family,yes
CHAR_140,Nebaioth,CHAR_194,Mahalath,faction-tie,yes
CHAR_140,Nebaioth,CHAR_145,Dumah,faction-tie,yes
CHAR_140,Nebaioth,CHAR_143,Mibsam,faction-tie,yes
CHAR_140,Nebaioth,CHAR_052,Sarai,follows,no
CHAR_140,Nebaioth,CHAR_053,Lot,follows,no
CHAR_140,Nebaioth,CHAR_125,Isaac,follows,no
CHAR_140,Nebaioth,CHAR_127,Rebekah,follows,no
CHAR_140,Nebaioth,CHAR_170,Esau,follows,no
CHAR_140,Nebaioth,CHAR_171,Jacob,follows,no
CHAR_140,Nebaioth,CHAR_172,Leah,follows,no
CHAR_140,Nebaioth,CHAR_173,Rachel,follows,no
CHAR_140,Nebaioth,CHAR_179,Judah,follows,no
CHAR_140,Nebaioth,CHAR_219,Pharaoh,follows,no
CHAR_140,Nebaioth,CHAR_522,Job,follows,no
CHAR_140,Nebaioth,CHAR_129,Keturah,follows,no
CHAR_140,Nebaioth,CHAR_191,Shechem,follows,no
CHAR_140,Nebaioth,CHAR_990,Yola of Gerar,acquaintance,yes
CHAR_141,Kedar,CHAR_114,Ishmael,family,yes
CHAR_141,Kedar,CHAR_144,Mishma,faction-tie,yes
CHAR_141,Kedar,CHAR_150,Naphish,faction-tie,yes
CHAR_141,Kedar,CHAR_142,Adbeel,faction-tie,yes
CHAR_141,Kedar,CHAR_151,Kedemah,faction-tie,yes
CHAR_141,Kedar,CHAR_052,Sarai,follows,no
CHAR_141,Kedar,CHAR_053,Lot,follows,no
CHAR_141,Kedar,CHAR_125,Isaac,follows,no
CHAR_141,Kedar,CHAR_127,Rebekah,follows,no
CHAR_141,Kedar,CHAR_170,Esau,follows,no
CHAR_141,Kedar,CHAR_171,Jacob,follows,no
CHAR_141,Kedar,CHAR_172,Leah,follows,no
CHAR_141,Kedar,CHAR_173,Rachel,follows,no
CHAR_141,Kedar,CHAR_179,Judah,follows,no
CHAR_141,Kedar,CHAR_187,Joseph,follows,no
CHAR_141,Kedar,CHAR_219,Pharaoh,follows,no
CHAR_141,Kedar,CHAR_522,Job,follows,no
CHAR_141,Kedar,CHAR_191,Shechem,follows,no
CHAR_141,Kedar,CHAR_178,Levi,follows,no
CHAR_141,Kedar,CHAR_189,Deborah,acquaintance,yes
CHAR_141,Kedar,CHAR_971,Syra of Negev,acquaintance,yes
CHAR_142,Adbeel,CHAR_114,Ishmael,family,yes
CHAR_142,Adbeel,CHAR_140,Nebaioth,faction-tie,yes
CHAR_142,Adbeel,CHAR_147,Hadad,faction-tie,yes
CHAR_142,Adbeel,CHAR_148,Tema,faction-tie,yes
CHAR_142,Adbeel,CHAR_143,Mibsam,faction-tie,yes
CHAR_142,Adbeel,CHAR_150,Naphish,faction-tie,yes
CHAR_142,Adbeel,CHAR_049,Abram,follows,no
CHAR_142,Adbeel,CHAR_052,Sarai,follows,no
CHAR_142,Adbeel,CHAR_053,Lot,follows,no
CHAR_142,Adbeel,CHAR_127,Rebekah,follows,no
CHAR_142,Adbeel,CHAR_170,Esau,follows,no
CHAR_142,Adbeel,CHAR_171,Jacob,follows,no
CHAR_142,Adbeel,CHAR_172,Leah,follows,no
CHAR_142,Adbeel,CHAR_173,Rachel,follows,no
CHAR_142,Adbeel,CHAR_219,Pharaoh,follows,no
CHAR_142,Adbeel,CHAR_522,Job,follows,no
CHAR_142,Adbeel,CHAR_176,Reuben,follows,no
CHAR_142,Adbeel,CHAR_526,Zophar the Naamathite,follows,no
CHAR_142,Adbeel,CHAR_215,Shammah,acquaintance,yes
CHAR_142,Adbeel,CHAR_955,Mira of Hebron,acquaintance,yes
CHAR_142,Adbeel,CHAR_120,Amraphel,acquaintance,yes
CHAR_143,Mibsam,CHAR_114,Ishmael,family,yes
CHAR_143,Mibsam,CHAR_141,Kedar,faction-tie,yes
CHAR_143,Mibsam,CHAR_148,Tema,faction-tie,yes
CHAR_143,Mibsam,CHAR_151,Kedemah,faction-tie,yes
CHAR_143,Mibsam,CHAR_149,Jetur,faction-tie,yes
CHAR_143,Mibsam,CHAR_049,Abram,follows,no
CHAR_143,Mibsam,CHAR_052,Sarai,follows,no
CHAR_143,Mibsam,CHAR_053,Lot,follows,no
CHAR_143,Mibsam,CHAR_127,Rebekah,follows,no
CHAR_143,Mibsam,CHAR_170,Esau,follows,no
CHAR_143,Mibsam,CHAR_171,Jacob,follows,no
CHAR_143,Mibsam,CHAR_172,Leah,follows,no
CHAR_143,Mibsam,CHAR_173,Rachel,follows,no
CHAR_143,Mibsam,CHAR_179,Judah,follows,no
CHAR_143,Mibsam,CHAR_187,Joseph,follows,no
CHAR_143,Mibsam,CHAR_219,Pharaoh,follows,no
CHAR_143,Mibsam,CHAR_522,Job,follows,no
CHAR_143,Mibsam,CHAR_217,Potiphar,follows,no
CHAR_143,Mibsam,CHAR_220,Chief Cupbearer,follows,no
CHAR_143,Mibsam,CHAR_523,Job's Wife,acquaintance,yes
CHAR_143,Mibsam,CHAR_674,Hodael the Elder,acquaintance,yes
CHAR_143,Mibsam,CHAR_178,Levi,acquaintance,yes
CHAR_144,Mishma,CHAR_114,Ishmael,family,yes
CHAR_144,Mishma,CHAR_146,Massa,faction-tie,yes
CHAR_144,Mishma,CHAR_194,Mahalath,faction-tie,yes
CHAR_144,Mishma,CHAR_142,Adbeel,faction-tie,yes
CHAR_144,Mishma,CHAR_140,Nebaioth,faction-tie,yes
CHAR_144,Mishma,CHAR_149,Jetur,faction-tie,yes
CHAR_144,Mishma,CHAR_049,Abram,follows,no
CHAR_144,Mishma,CHAR_052,Sarai,follows,no
CHAR_144,Mishma,CHAR_053,Lot,follows,no
CHAR_144,Mishma,CHAR_125,Isaac,follows,no
CHAR_144,Mishma,CHAR_127,Rebekah,follows,no
CHAR_144,Mishma,CHAR_170,Esau,follows,no
CHAR_144,Mishma,CHAR_171,Jacob,follows,no
CHAR_144,Mishma,CHAR_172,Leah,follows,no
CHAR_144,Mishma,CHAR_173,Rachel,follows,no
CHAR_144,Mishma,CHAR_179,Judah,follows,no
CHAR_144,Mishma,CHAR_187,Joseph,follows,no
CHAR_144,Mishma,CHAR_219,Pharaoh,follows,no
CHAR_144,Mishma,CHAR_522,Job,follows,no
CHAR_144,Mishma,CHAR_220,Chief Cupbearer,follows,no
CHAR_144,Mishma,CHAR_181,Naphtali,follows,no
CHAR_144,Mishma,CHAR_225,Ephraim,acquaintance,yes
CHAR_144,Mishma,CHAR_960,Mira of Gerar,acquaintance,yes
CHAR_144,Mishma,CHAR_962,Yedem of Shechem,acquaintance,yes
CHAR_145,Dumah,CHAR_114,Ishmael,family,yes
CHAR_145,Dumah,CHAR_147,Hadad,faction-tie,yes
CHAR_145,Dumah,CHAR_146,Massa,faction-tie,yes
CHAR_145,Dumah,CHAR_049,Abram,follows,no
CHAR_145,Dumah,CHAR_052,Sarai,follows,no
CHAR_145,Dumah,CHAR_053,Lot,follows,no
CHAR_145,Dumah,CHAR_125,Isaac,follows,no
CHAR_145,Dumah,CHAR_170,Esau,follows,no
CHAR_145,Dumah,CHAR_172,Leah,follows,no
CHAR_145,Dumah,CHAR_173,Rachel,follows,no
CHAR_145,Dumah,CHAR_179,Judah,follows,no
CHAR_145,Dumah,CHAR_187,Joseph,follows,no
CHAR_145,Dumah,CHAR_184,Issachar,follows,no
CHAR_145,Dumah,CHAR_224,Manasseh,follows,no
CHAR_145,Dumah,CHAR_050,Nahor,acquaintance,yes
CHAR_145,Dumah,CHAR_211,Timna,acquaintance,yes
CHAR_145,Dumah,CHAR_132,Medan,acquaintance,yes
CHAR_146,Massa,CHAR_114,Ishmael,family,yes
CHAR_146,Massa,CHAR_141,Kedar,faction-tie,yes
CHAR_146,Massa,CHAR_147,Hadad,faction-tie,yes
CHAR_146,Massa,CHAR_143,Mibsam,faction-tie,yes
CHAR_146,Massa,CHAR_049,Abram,follows,no
CHAR_146,Massa,CHAR_052,Sarai,follows,no
CHAR_146,Massa,CHAR_053,Lot,follows,no
CHAR_146,Massa,CHAR_127,Rebekah,follows,no
CHAR_146,Massa,CHAR_171,Jacob,follows,no
CHAR_146,Massa,CHAR_172,Leah,follows,no
CHAR_146,Massa,CHAR_187,Joseph,follows,no
CHAR_146,Massa,CHAR_219,Pharaoh,follows,no
CHAR_146,Massa,CHAR_522,Job,follows,no
CHAR_146,Massa,CHAR_218,Potiphar's Wife,follows,no
CHAR_146,Massa,CHAR_169,Lot's Wife,follows,no
CHAR_146,Massa,CHAR_220,Chief Cupbearer,follows,no
CHAR_146,Massa,CHAR_196,Oholibamah,follows,no
CHAR_146,Massa,CHAR_967,Lirit the Baker,acquaintance,yes
CHAR_147,Hadad,CHAR_114,Ishmael,family,yes
CHAR_147,Hadad,CHAR_144,Mishma,faction-tie,yes
CHAR_147,Hadad,CHAR_141,Kedar,faction-tie,yes
CHAR_147,Hadad,CHAR_149,Jetur,faction-tie,yes
CHAR_147,Hadad,CHAR_049,Abram,follows,no
CHAR_147,Hadad,CHAR_052,Sarai,follows,no
CHAR_147,Hadad,CHAR_053,Lot,follows,no
CHAR_147,Hadad,CHAR_125,Isaac,follows,no
CHAR_147,Hadad,CHAR_127,Rebekah,follows,no
CHAR_147,Hadad,CHAR_170,Esau,follows,no
CHAR_147,Hadad,CHAR_171,Jacob,follows,no
CHAR_147,Hadad,CHAR_187,Joseph,follows,no
CHAR_147,Hadad,CHAR_219,Pharaoh,follows,no
